accession,domain,phylum,class,order,family,genus,species,Amino acid utilization,Aromatics degradation,Arsenic cycling,C1 metabolism,Carbon fixation,Chlorite reduction,Complex carbon degradation,Ethanol fermentation,Fatty acid degradation,Fermentation,Halogenated compound utilization,Hydrogenases,Nitrile hydration,Nitrogen cycling,Oxidative phosphorylation,Perchlorate reduction,Selenate reduction,Sulfur cycling,Thermophilic specific
GCF_003121985.1,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinilabiliaceae,Marinilabilia,Marinilabilia rubra,0,0,0,0,0,0,0,0,0,1,0,4,0,2,2,0,0,0,0
GCF_003144035.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales_A,Vibrionaceae,Vibrio,Vibrio albus,0,0,0,1,0,0,0,0,0,1,0,0,0,4,1,0,0,1,0
GCF_003149105.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Muricomes,Muricomes contortus_C,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,1,0,0
GCF_003173035.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Zavarziniales,Zavarziniaceae,Zavarzinia,Zavarzinia aquatilis,0,0,0,3,0,0,0,0,0,2,0,2,0,2,3,0,0,1,0
GCF_003173335.1,Archaea,Halobacteriota,Methanomicrobia,Methanomicrobiales,Methanospirillaceae,Methanospirillum,Methanospirillum stamsii,0,0,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0
GCF_003173355.1,Archaea,Halobacteriota,Methanomicrobia,Methanomicrobiales,Methanospirillaceae,Methanospirillum,Methanospirillum lacunae,0,0,0,2,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0
GCF_003182475.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Mangrovibacter,Mangrovibacter plantisponsor,0,0,0,1,0,0,0,0,0,2,0,1,0,2,2,0,0,0,0
GCF_003184265.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Acidiferrobacterales,Acidiferrobacteraceae,Acidiferrobacter,Acidiferrobacter sp003184265,0,0,0,1,2,0,0,0,0,1,0,2,0,5,1,0,0,5,0
GCF_003201595.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae_B,Sphaerotilus,Sphaerotilus hippei,0,0,0,3,1,0,0,0,0,2,0,0,0,5,3,0,0,1,0
GCF_003207895.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Komagataeibacter,Komagataeibacter swingsii,0,0,0,3,0,0,0,0,0,2,0,0,0,1,2,0,0,1,0
GCF_003208175.1,Bacteria,Bacillota_A,Clostridia,Acetivibrionales,DSM-27016,Ruminiclostridium,Ruminiclostridium sufflavum,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,1,0
GCF_003226565.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Azoarcus_C,Azoarcus_C communis,0,0,0,4,1,0,0,0,0,2,0,3,0,5,3,0,0,2,0
GCF_003233655.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Azospirillales,Azospirillaceae,Azospirillum,Azospirillum ramasamyi,0,0,0,2,0,0,0,0,0,2,0,2,0,3,4,0,0,1,0
GCF_003254275.1,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinilabiliaceae,Breznakibacter,Breznakibacter xylanolyticus,0,0,0,0,0,0,0,0,0,1,0,5,0,1,1,0,0,0,0
GCF_003254295.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter,Rhodobacter capsulatus,0,0,0,2,2,0,0,0,0,2,0,2,0,1,2,0,0,2,0
GCF_003258835.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhodobiaceae,Rhodobium,Rhodobium orientis,0,0,0,1,1,0,0,0,0,2,0,1,1,5,3,0,0,4,0
GCF_003258865.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Rhodoplanes,Rhodoplanes roseus,0,0,0,1,1,1,0,0,0,2,0,2,0,4,3,1,1,2,0
GCF_003259895.1,Bacteria,Bacillota_F,Halanaerobiia,Halanaerobiales,Halanaerobiaceae,Halanaerobium,Halanaerobium saccharolyticum_A,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,1,1,0
GCF_003268775.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia unamae,0,0,0,3,1,0,0,0,0,2,0,2,0,3,4,0,0,1,0
GCF_003284725.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Magnetospirillaceae,Phaeospirillum,Phaeospirillum kuznetsovii,0,0,0,0,1,0,0,0,0,2,0,3,0,6,2,0,0,2,0
GCF_003285005.1,Bacteria,Bacillota,Bacilli,Paenibacillales,NBRC-103111,YN15,YN15 sp003285005,0,0,0,0,0,1,0,0,0,1,0,3,0,3,3,1,0,1,0
GCF_003289945.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,Mesorhizobium hawassense,0,0,0,2,0,0,0,0,0,2,0,0,1,4,4,0,0,2,0
GCF_003289965.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,Mesorhizobium atlanticum,0,0,0,2,1,0,0,0,0,2,0,0,1,2,4,0,0,2,0
GCF_003315135.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Roseiarcus,Roseiarcus fermentans,0,0,1,3,2,0,0,0,0,2,0,2,0,3,4,0,1,0,0
GCF_003324485.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Cohaesibacteraceae,Cohaesibacter,Cohaesibacter intestini,0,0,0,1,0,0,0,0,0,2,0,0,0,5,3,0,0,1,0
GCF_003336225.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales_A,Neiellaceae,Corallincola,Corallincola holothuriorum,0,0,0,1,0,0,0,0,0,2,0,0,0,4,3,0,0,0,0
GCF_003337415.1,Bacteria,Bacillota_A,Clostridia,Acetivibrionales,QPJT01,Anaerobacterium,Anaerobacterium chartisolvens,0,0,0,0,0,0,0,0,0,1,0,5,0,1,0,0,0,1,0
GCF_003337715.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium,Allorhizobium lividum,0,0,1,2,1,0,0,0,0,2,0,2,0,1,3,0,0,2,0
GCF_003337735.1,Bacteria,Pseudomonadota,Gammaproteobacteria,DSM-26407,DSM-26407,Thioalbus,Thioalbus denitrificans,0,0,1,1,2,0,0,0,0,2,0,2,0,5,3,0,0,5,0
GCF_003347665.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Microvirga,Microvirga calopogonii,0,0,0,2,0,0,0,0,0,2,0,0,1,1,4,0,0,1,0
GCF_003350035.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia kururiensis_A,0,0,0,3,1,0,0,0,0,2,0,1,0,4,4,0,0,1,0
GCF_003350475.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae_B,Pseudacidovorax,Pseudacidovorax intermedius,0,0,0,2,0,0,0,0,0,2,0,2,0,2,4,0,0,1,0
GCF_003351865.1,Archaea,Methanobacteriota,Methanococci,Methanococcales,Methanococcaceae,Methanofervidicoccus,Methanofervidicoccus sp003351865,0,0,0,2,0,0,0,0,0,1,0,3,0,1,0,0,0,0,1
GCF_003363435.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Anaerosacchariphilus,Anaerosacchariphilus polymeriproducens,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,1,0
GCF_003390845.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Tropicimonas,Tropicimonas sp003390845,0,0,0,2,1,0,0,0,0,2,0,2,0,3,4,0,0,3,0
GCF_003403295.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Komagataeibacter,Komagataeibacter melaceti,0,0,0,2,0,0,0,0,0,1,0,2,0,2,3,0,0,1,0
GCF_003432035.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Lacrimispora,Lacrimispora indica,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,1,1,0
GCF_003544815.1,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Arcobacteraceae,Aliarcobacter,Aliarcobacter suis,0,0,0,0,0,0,0,0,0,1,0,1,0,3,1,0,0,2,0
GCF_003544935.1,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Arcobacteraceae,Malaciobacter,Malaciobacter molluscorum,0,0,1,0,0,0,0,0,0,1,0,2,0,3,2,0,0,2,0
GCF_003569765.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae_B,Aquabacterium_B,Aquabacterium_B tepidiphilum,0,0,0,3,1,0,0,0,0,2,0,0,0,3,4,0,0,1,0
GCF_003574135.1,Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Microcystaceae_A,Rippkaea,Rippkaea sp003574135,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,2,0
GCF_003574655.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Cohaesibacteraceae,Cohaesibacter,Cohaesibacter haloalkalitolerans,0,0,0,1,0,0,0,0,0,2,0,1,0,3,3,1,0,1,0
GCF_003584645.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylocaldum,Methylocaldum marinum,0,0,0,4,1,0,0,0,0,2,0,1,0,3,3,0,0,3,0
GCF_003590795.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Azospirillales,Azospirillaceae,Azospirillum,Azospirillum cavernae,0,0,0,2,0,0,0,0,0,2,0,1,0,3,3,0,0,1,0
GCF_003590945.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Zavarziniales,Zavarziniaceae,Zavarzinia,Zavarzinia cavernae,0,0,0,3,1,0,0,0,0,1,0,1,1,2,3,0,0,0,0
GCF_003601975.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,Mesorhizobium waimense,0,0,0,2,0,0,0,0,0,1,0,1,1,2,4,0,0,1,0
GCF_003609635.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Lacrimispora,Lacrimispora algidixylanolytica,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,1,0
GCF_003610535.1,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prolixibacteraceae,Mangrovibacterium,Mangrovibacterium diazotrophicum,0,0,0,0,0,0,0,0,0,2,0,3,0,2,4,0,0,2,0
GCF_003627795.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Rhizobium sp003627795,0,0,0,1,0,0,0,0,0,2,0,1,1,2,4,0,0,0,0
GCF_003666245.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Brenneria,Brenneria alni,0,0,0,1,0,0,0,0,0,2,0,2,1,1,2,0,0,0,0
GCF_003667445.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Xanthobacter,Xanthobacter tagetidis,0,0,0,1,1,1,0,0,0,2,0,2,0,1,3,0,0,1,0
GCF_003719195.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Herbaspirillum,Herbaspirillum rubrisubalbicans,0,0,0,1,0,0,0,0,0,2,0,0,1,3,4,1,0,1,0
GCF_003722355.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylocystis,Methylocystis hirsuta,0,0,1,4,0,0,0,0,0,2,0,3,0,0,2,0,0,2,0
GCF_003752155.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Mobilisporobacter,Mobilisporobacter senegalensis,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0
GCF_003837805.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium,Bradyrhizobium sp003837805,0,0,0,2,1,1,0,0,0,2,0,1,1,5,4,0,0,3,0
GCF_003856525.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales_A,Vibrionaceae,Vibrio,Vibrio viridaestus,0,0,0,1,0,0,0,0,0,2,0,0,1,2,3,0,0,0,0
GCF_003863365.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,Mesorhizobium tamadayense,0,0,0,3,1,0,0,0,0,2,0,0,1,2,3,0,0,1,0
GCF_003863965.1,Bacteria,Bacillota,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus_A,Paenibacillus_A oralis,0,0,0,0,0,1,0,0,0,1,0,1,0,3,4,1,0,1,0
GCF_003864255.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Aestuariirhabdaceae,Aestuariirhabdus,Aestuariirhabdus litorea,0,0,1,1,0,0,0,0,0,2,0,2,0,3,3,0,0,1,0
GCF_003864295.1,Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Microcystaceae_A,Aphanothece_B,Aphanothece_B sacrum,0,0,0,1,1,0,0,0,0,2,0,2,0,1,1,0,0,2,0
GCF_003932755.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methylotuvimicrobium,Methylotuvimicrobium sp003932755,0,0,0,3,0,0,0,0,0,2,0,2,0,3,2,0,0,3,0
GCF_003939025.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Rhizobium sophoriradicis,0,0,0,1,0,0,0,0,0,2,0,0,1,2,4,0,0,1,0
GCF_003944755.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodovulum,Rhodovulum robiginosum,0,0,1,1,2,0,0,0,0,2,0,2,0,3,3,0,0,4,0
GCF_003952425.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,Mesorhizobium sp003952425,0,0,0,2,0,0,0,0,0,2,0,0,1,3,3,0,0,1,0
GCF_003952465.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,Mesorhizobium sp003952465,0,0,0,2,1,0,0,0,0,2,0,1,1,3,4,0,0,1,0
GCF_003952485.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,Mesorhizobium sp003952485,0,0,0,2,1,0,0,0,0,2,0,3,1,4,3,0,0,2,0
GCF_003952505.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,Mesorhizobium sp003952505,0,0,0,2,0,0,0,0,0,1,0,0,1,3,3,0,0,1,0
GCF_003952525.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,Mesorhizobium sp002294945,0,0,0,2,0,0,0,0,0,2,0,0,1,3,4,0,0,1,0
GCF_003966655.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Acidithiobacillales,Acidithiobacillaceae,Acidithiobacillus,Acidithiobacillus ferridurans,0,0,0,2,2,0,0,0,0,2,0,3,0,1,1,0,0,3,0
GCF_003966735.1,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio_Q,Desulfovibrio_Q ferrophilus,0,0,0,0,0,0,0,0,0,2,0,2,0,2,2,0,0,3,0
GCF_003967015.1,Bacteria,Cyanobacteriota,Cyanobacteriia,Pseudanabaenales,Pseudanabaenaceae,Pseudanabaena,Pseudanabaena sp003967015,0,0,0,1,1,0,0,0,0,2,0,1,1,1,1,0,0,2,0
GCF_003968655.1,Bacteria,Bacteroidota,Chlorobia,Chlorobiales,Chlorobiaceae,Chlorobium,Chlorobium phaeovibrioides,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,3,0
GCF_003985125.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Rhizobium phaseoli,0,0,0,1,0,0,0,0,0,2,0,0,1,2,4,0,0,1,0
GCF_003985145.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Rhizobium anhuiense,0,0,0,1,0,0,0,0,0,2,0,0,1,3,4,0,0,1,0
GCF_003985155.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Rhizobium vallis,0,0,0,1,0,0,0,0,0,2,0,0,1,2,4,0,0,1,0
GCF_003989665.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Azospirillales,Azospirillaceae,Azospirillum,Azospirillum doebereinerae,0,0,0,2,0,0,0,0,0,2,0,2,0,5,3,0,0,0,0
GCF_003992725.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhodomicrobiaceae,Rhodomicrobium,Rhodomicrobium lacus,0,0,0,2,1,0,0,0,0,2,0,2,0,0,2,0,0,0,0
GCF_003993795.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Aquabacter,Aquabacter cavernae,0,0,0,1,0,0,0,0,0,2,0,0,0,1,4,0,0,1,0
GCF_003994235.2,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methylobacter_A,Methylobacter_A oryzae,0,0,0,3,0,0,0,0,0,2,0,3,0,3,2,1,0,2,0
GCF_003997935.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,Mesorhizobium sp003997935,0,0,0,2,1,0,0,0,0,2,0,0,1,3,4,0,0,1,0
GCF_004001245.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiohalomonadales,Thiohalomonadaceae,Sulfurivermis,Sulfurivermis fontis,0,0,1,1,2,0,0,0,0,2,0,2,0,5,2,0,0,4,0
GCF_004011805.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae_B,Piscinibacter,Piscinibacter defluvii,0,0,2,3,1,1,0,0,0,2,0,3,1,5,3,1,0,4,0
GCF_004015185.1,Bacteria,Bacillota_A,Clostridia,Clostridiales,Clostridiaceae,Clostridium_AR,Clostridium_AR manihotivorum,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,2,0
GCF_004016445.2,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,Mesorhizobium sp004016445,0,0,0,3,0,0,0,0,0,2,0,0,1,2,4,0,0,1,0
GCF_004022705.2,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,Mesorhizobium sp004022705,0,0,0,2,0,0,0,0,0,1,0,0,1,2,4,0,0,1,0
GCF_004099695.1,Archaea,Halobacteriota,Methanosarcinia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,Methanosarcina sp004099695,0,0,0,2,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0
GCF_004102725.1,Archaea,Halobacteriota,Methanomicrobia,Methanomicrobiales,Methanoculleaceae,Methanoculleus_A,Methanoculleus_A taiwanensis,0,0,0,2,0,0,0,0,0,2,0,3,0,0,0,0,0,1,0
GCF_004114915.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium,Bradyrhizobium guangxiense,0,0,0,2,1,1,0,0,0,2,0,3,1,4,4,0,0,3,0
GCF_004114975.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium,Bradyrhizobium guangdongense,0,0,0,2,1,1,0,0,0,2,0,3,1,4,3,0,0,3,0
GCF_004116335.1,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Arcobacteraceae,Marinarcus,Marinarcus aquaticus,0,0,1,1,0,0,0,0,0,1,0,1,0,5,1,1,0,2,0
GCF_004116465.1,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Arcobacteraceae,Arcobacter,Arcobacter sp004116465,0,0,1,1,0,0,0,0,0,1,0,2,0,5,2,0,0,2,0
GCF_004116495.1,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Arcobacteraceae,Malaciobacter,Malaciobacter sp004116495,0,0,1,0,0,0,0,0,0,1,0,2,0,3,2,0,0,3,0
GCF_004116725.1,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Arcobacteraceae,Malaciobacter,Malaciobacter sp004116725,0,0,1,0,0,0,0,0,0,1,0,1,0,3,2,0,0,2,0
GCF_004117875.1,Bacteria,Desulfobacterota_F,Desulfuromonadia,Geobacterales,Geobacteraceae,Geomonas,Geomonas oryzae,0,0,0,0,0,0,0,0,0,1,0,2,0,4,3,1,0,1,0
GCF_004118635.1,Bacteria,Bacteroidota,Chlorobia,Chlorobiales,Chlorobiaceae,Chlorobaculum,Chlorobaculum sp004118635,0,0,0,0,1,0,0,0,0,2,0,1,0,0,2,0,0,5,0
GCF_004121075.1,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Lutibacter,Lutibacter sp004121075,0,0,0,0,0,0,0,0,0,1,0,1,0,3,2,0,0,3,0
GCF_004135935.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylovirgula,Methylovirgula ligni,0,0,0,2,1,0,0,0,0,2,0,0,0,1,4,0,0,0,0
GCF_004135975.1,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Solidesulfovibrio,Solidesulfovibrio carbinolicus,0,0,0,0,0,0,0,0,0,2,0,5,0,2,2,0,0,3,0
GCF_004138135.1,Bacteria,Chloroflexota,Chloroflexia,Chloroflexales,Chloroflexaceae,Oscillochloris,Oscillochloris fontis,0,0,0,0,1,0,0,0,0,2,0,2,0,0,2,0,0,1,0
GCF_004197395.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia sp004197395,0,0,0,4,1,0,0,0,0,2,0,0,1,3,4,0,0,2,0
GCF_004212215.1,Bacteria,Cyanobacteriota,Cyanobacteriia,Phormidesmiales,Phormidesmiaceae,Halomicronema,Halomicronema sp004212215,0,0,0,1,1,0,0,0,0,2,0,1,1,1,1,0,0,3,0
GCF_004212635.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium,Bradyrhizobium sp004212635,0,0,0,2,1,1,0,0,0,2,0,1,1,5,3,0,0,2,0
GCF_004296405.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium,Bradyrhizobium sp004296405,0,0,0,3,1,1,0,0,0,2,0,1,1,5,4,0,0,2,0
GCF_004309735.1,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibrio legallii,0,0,0,0,0,0,0,0,0,2,0,2,0,2,1,0,0,4,0
GCF_004327335.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Stutzerimonas,Stutzerimonas kirkiae,0,0,0,3,0,0,0,0,0,1,0,0,0,2,3,0,0,1,0
GCF_004328075.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Ancalomicrobiaceae,Siculibacillus,Siculibacillus lacustris,0,0,0,1,0,0,0,0,0,2,0,2,0,4,2,0,0,0,0
GCF_004331415.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Kosakonia,Kosakonia quasisacchari,0,0,0,1,0,0,0,0,0,2,0,2,0,2,2,1,0,0,0
GCF_004332115.1,Bacteria,Bacteroidota,Chlorobia,Chlorobiales,Chlorobiaceae,Chlorobium,Chlorobium sp004332115,0,0,0,0,1,0,0,0,0,2,0,0,0,1,1,0,0,3,0
GCF_004337445.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Thiobacillaceae,Parasulfuritortus,Parasulfuritortus cantonensis,0,0,0,1,2,0,0,0,0,2,0,3,0,3,2,0,0,4,0
GCF_004339095.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,DSM-24629,Natranaerovirga,Natranaerovirga hydrolytica,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
GCF_004339545.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales_A,Celerinatantimonadaceae,Celerinatantimonas,Celerinatantimonas diazotrophica,0,0,0,1,0,0,0,0,0,2,0,1,0,0,2,0,0,2,0
GCF_004339805.1,Bacteria,Bacillota_C,Negativicutes,Sporomusales_C,DSM-15969,Anaerospora,Anaerospora hongkongensis,0,0,0,0,0,0,0,0,0,1,0,6,0,3,1,0,1,2,0
GCF_004340685.1,Bacteria,Bacillota_G,UBA4882,UBA8346,UBA8346,Hydrogenispora,Hydrogenispora ethanolica,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,1,3,0
GCF_004340905.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae_B,Rubrivivax,Rubrivivax gelatinosus,0,0,0,2,1,0,0,0,0,2,0,2,0,4,3,0,0,0,0
GCF_004341165.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Natronospirillaceae,Reinekea,Reinekea marinisedimentorum,0,0,0,1,0,0,0,0,0,2,0,1,0,4,3,0,1,1,0
GCF_004341375.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Rhodothalassiaceae,Rhodothalassium,Rhodothalassium salexigens,0,0,0,1,1,0,0,0,0,2,0,0,0,0,3,0,0,1,0
GCF_004341685.1,Bacteria,Bacillota_C,Negativicutes,Selenomonadales,Selenomonadaceae,Pectinatus,Pectinatus cerevisiiphilus,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,1,1,0
GCF_004341725.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales_A,Magnetovibrionaceae,Varunaivibrio,Varunaivibrio sulfuroxidans,0,0,1,0,1,0,0,0,0,1,0,0,0,4,3,0,0,3,0
GCF_004342165.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,DSM-24629,Natranaerovirga,Natranaerovirga pectinivora,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
GCF_004342175.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Chromatiaceae,Thiobaca,Thiobaca trueperi,0,0,0,2,1,0,0,0,0,2,0,4,0,0,2,0,0,4,0
GCF_004342445.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodovulum,Rhodovulum euryhalinum,0,0,0,3,2,0,0,0,0,2,0,2,0,3,2,1,0,2,0
GCF_004342485.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae_B,Pelomonas,Pelomonas saccharophila,0,0,0,2,1,0,0,0,0,2,0,2,0,5,3,0,0,2,0
